[INFO]: current net device: eth0, ip: 172.28.0.131
[INFO]: paddle job envs:
POD_IP=job-11ee553228d6cd2ff9f0a9fbb9498e8a-trainer-0.job-11ee553228d6cd2ff9f0a9fbb9498e8a
PADDLE_PORT=12345
PADDLE_TRAINER_ID=0
PADDLE_TRAINERS_NUM=1
PADDLE_USE_CUDA=1
NCCL_SOCKET_IFNAME=eth0
PADDLE_IS_LOCAL=1
OUTPUT_PATH=/root/paddlejob/workspace/output
LOCAL_LOG_PATH=/root/paddlejob/workspace/log
LOCAL_MOUNT_PATH=/mnt/code_20210903091521,/mnt/datasets_20210903091522
JOB_ID=job-11ee553228d6cd2ff9f0a9fbb9498e8a
TRAINING_ROLE=TRAINER
[INFO]: user command: python run.py
[INFO]: start trainer
~/paddlejob/workspace/code /mnt
2021-09-03 11:25:46 [INFO]	[TRAIN] epoch: 26, iter: 9340/40000, loss: 0.6786, lr: 0.007872, batch_cost: 0.8353, reader_cost: 0.00022, ips: 2.3944 samples/sec | ETA 07:06:49
2021-09-03 11:25:54 [INFO]	[TRAIN] epoch: 26, iter: 9350/40000, loss: 0.7716, lr: 0.007869, batch_cost: 0.8111, reader_cost: 0.00022, ips: 2.4659 samples/sec | ETA 06:54:18
2021-09-03 11:26:02 [INFO]	[TRAIN] epoch: 26, iter: 9360/40000, loss: 0.7605, lr: 0.007867, batch_cost: 0.7980, reader_cost: 0.00022, ips: 2.5062 samples/sec | ETA 06:47:31
2021-09-03 11:26:10 [INFO]	[TRAIN] epoch: 26, iter: 9370/40000, loss: 0.8525, lr: 0.007865, batch_cost: 0.7988, reader_cost: 0.00023, ips: 2.5039 samples/sec | ETA 06:47:46
2021-09-03 11:26:18 [INFO]	[TRAIN] epoch: 26, iter: 9380/40000, loss: 0.7431, lr: 0.007863, batch_cost: 0.8094, reader_cost: 0.00024, ips: 2.4711 samples/sec | ETA 06:53:02
2021-09-03 11:26:26 [INFO]	[TRAIN] epoch: 26, iter: 9390/40000, loss: 0.7097, lr: 0.007860, batch_cost: 0.8255, reader_cost: 0.00024, ips: 2.4227 samples/sec | ETA 07:01:09
2021-09-03 11:26:34 [INFO]	[TRAIN] epoch: 26, iter: 9400/40000, loss: 0.8456, lr: 0.007858, batch_cost: 0.8158, reader_cost: 0.00023, ips: 2.4516 samples/sec | ETA 06:56:03
2021-09-03 11:26:43 [INFO]	[TRAIN] epoch: 26, iter: 9410/40000, loss: 0.7405, lr: 0.007856, batch_cost: 0.8196, reader_cost: 0.00023, ips: 2.4403 samples/sec | ETA 06:57:50
2021-09-03 11:26:51 [INFO]	[TRAIN] epoch: 26, iter: 9420/40000, loss: 0.7705, lr: 0.007853, batch_cost: 0.8109, reader_cost: 0.00024, ips: 2.4663 samples/sec | ETA 06:53:18
2021-09-03 11:26:59 [INFO]	[TRAIN] epoch: 26, iter: 9430/40000, loss: 0.7373, lr: 0.007851, batch_cost: 0.8186, reader_cost: 0.00024, ips: 2.4432 samples/sec | ETA 06:57:04
2021-09-03 11:27:07 [INFO]	[TRAIN] epoch: 26, iter: 9440/40000, loss: 0.7691, lr: 0.007849, batch_cost: 0.8096, reader_cost: 0.00023, ips: 2.4703 samples/sec | ETA 06:52:22
2021-09-03 11:27:15 [INFO]	[TRAIN] epoch: 26, iter: 9450/40000, loss: 0.6943, lr: 0.007846, batch_cost: 0.8238, reader_cost: 0.00025, ips: 2.4277 samples/sec | ETA 06:59:27
2021-09-03 11:27:24 [INFO]	[TRAIN] epoch: 26, iter: 9460/40000, loss: 0.7581, lr: 0.007844, batch_cost: 0.8188, reader_cost: 0.00024, ips: 2.4425 samples/sec | ETA 06:56:47
2021-09-03 11:27:32 [INFO]	[TRAIN] epoch: 26, iter: 9470/40000, loss: 0.6997, lr: 0.007842, batch_cost: 0.8192, reader_cost: 0.00024, ips: 2.4415 samples/sec | ETA 06:56:48
2021-09-03 11:27:40 [INFO]	[TRAIN] epoch: 26, iter: 9480/40000, loss: 0.8146, lr: 0.007839, batch_cost: 0.8187, reader_cost: 0.00024, ips: 2.4429 samples/sec | ETA 06:56:26
2021-09-03 11:27:48 [INFO]	[TRAIN] epoch: 26, iter: 9490/40000, loss: 0.7491, lr: 0.007837, batch_cost: 0.8327, reader_cost: 0.00023, ips: 2.4019 samples/sec | ETA 07:03:24
2021-09-03 11:27:56 [INFO]	[TRAIN] epoch: 26, iter: 9500/40000, loss: 0.7029, lr: 0.007835, batch_cost: 0.8180, reader_cost: 0.00023, ips: 2.4451 samples/sec | ETA 06:55:47
2021-09-03 11:28:05 [INFO]	[TRAIN] epoch: 26, iter: 9510/40000, loss: 0.7019, lr: 0.007833, batch_cost: 0.8199, reader_cost: 0.00025, ips: 2.4392 samples/sec | ETA 06:56:39
2021-09-03 11:28:13 [INFO]	[TRAIN] epoch: 26, iter: 9520/40000, loss: 0.6041, lr: 0.007830, batch_cost: 0.8243, reader_cost: 0.00025, ips: 2.4262 samples/sec | ETA 06:58:45
2021-09-03 11:28:21 [INFO]	[TRAIN] epoch: 26, iter: 9530/40000, loss: 0.7085, lr: 0.007828, batch_cost: 0.8226, reader_cost: 0.00024, ips: 2.4313 samples/sec | ETA 06:57:44
2021-09-03 11:28:30 [INFO]	[TRAIN] epoch: 26, iter: 9540/40000, loss: 0.7866, lr: 0.007826, batch_cost: 0.8451, reader_cost: 0.00024, ips: 2.3665 samples/sec | ETA 07:09:02
2021-09-03 11:28:38 [INFO]	[TRAIN] epoch: 26, iter: 9550/40000, loss: 0.7728, lr: 0.007823, batch_cost: 0.8172, reader_cost: 0.00024, ips: 2.4473 samples/sec | ETA 06:54:44
2021-09-03 11:28:46 [INFO]	[TRAIN] epoch: 26, iter: 9560/40000, loss: 0.7173, lr: 0.007821, batch_cost: 0.8239, reader_cost: 0.00024, ips: 2.4275 samples/sec | ETA 06:57:59
2021-09-03 11:28:54 [INFO]	[TRAIN] epoch: 26, iter: 9570/40000, loss: 0.8952, lr: 0.007819, batch_cost: 0.8097, reader_cost: 0.00023, ips: 2.4700 samples/sec | ETA 06:50:39
2021-09-03 11:29:02 [INFO]	[TRAIN] epoch: 26, iter: 9580/40000, loss: 0.7433, lr: 0.007816, batch_cost: 0.8148, reader_cost: 0.00023, ips: 2.4547 samples/sec | ETA 06:53:05
2021-09-03 11:29:10 [INFO]	[TRAIN] epoch: 26, iter: 9590/40000, loss: 0.7411, lr: 0.007814, batch_cost: 0.8151, reader_cost: 0.00025, ips: 2.4536 samples/sec | ETA 06:53:07
2021-09-03 11:29:18 [INFO]	[TRAIN] epoch: 26, iter: 9600/40000, loss: 0.7959, lr: 0.007812, batch_cost: 0.8118, reader_cost: 0.00024, ips: 2.4636 samples/sec | ETA 06:51:19
2021-09-03 11:29:27 [INFO]	[TRAIN] epoch: 26, iter: 9610/40000, loss: 0.7219, lr: 0.007809, batch_cost: 0.8271, reader_cost: 0.00023, ips: 2.4180 samples/sec | ETA 06:58:56
2021-09-03 11:29:35 [INFO]	[TRAIN] epoch: 26, iter: 9620/40000, loss: 0.6847, lr: 0.007807, batch_cost: 0.8132, reader_cost: 0.00023, ips: 2.4595 samples/sec | ETA 06:51:44
2021-09-03 11:29:43 [INFO]	[TRAIN] epoch: 26, iter: 9630/40000, loss: 0.6478, lr: 0.007805, batch_cost: 0.8143, reader_cost: 0.00023, ips: 2.4561 samples/sec | ETA 06:52:09
2021-09-03 11:29:51 [INFO]	[TRAIN] epoch: 26, iter: 9640/40000, loss: 0.7140, lr: 0.007802, batch_cost: 0.8172, reader_cost: 0.00023, ips: 2.4475 samples/sec | ETA 06:53:29
2021-09-03 11:29:59 [INFO]	[TRAIN] epoch: 26, iter: 9650/40000, loss: 0.6683, lr: 0.007800, batch_cost: 0.8100, reader_cost: 0.00024, ips: 2.4692 samples/sec | ETA 06:49:43
2021-09-03 11:30:07 [INFO]	[TRAIN] epoch: 26, iter: 9660/40000, loss: 0.5887, lr: 0.007798, batch_cost: 0.8095, reader_cost: 0.00021, ips: 2.4707 samples/sec | ETA 06:49:19
2021-09-03 11:30:16 [INFO]	[TRAIN] epoch: 26, iter: 9670/40000, loss: 0.6804, lr: 0.007796, batch_cost: 0.8131, reader_cost: 0.00019, ips: 2.4598 samples/sec | ETA 06:51:00
2021-09-03 11:30:27 [INFO]	[TRAIN] epoch: 27, iter: 9680/40000, loss: 0.7272, lr: 0.007793, batch_cost: 1.1716, reader_cost: 0.27542, ips: 1.7070 samples/sec | ETA 09:52:04
2021-09-03 11:30:35 [INFO]	[TRAIN] epoch: 27, iter: 9690/40000, loss: 0.7526, lr: 0.007791, batch_cost: 0.7970, reader_cost: 0.00036, ips: 2.5093 samples/sec | ETA 06:42:38
2021-09-03 11:30:43 [INFO]	[TRAIN] epoch: 27, iter: 9700/40000, loss: 0.7182, lr: 0.007789, batch_cost: 0.7998, reader_cost: 0.00022, ips: 2.5008 samples/sec | ETA 06:43:52
2021-09-03 11:30:51 [INFO]	[TRAIN] epoch: 27, iter: 9710/40000, loss: 0.7030, lr: 0.007786, batch_cost: 0.8076, reader_cost: 0.00023, ips: 2.4766 samples/sec | ETA 06:47:41
2021-09-03 11:30:59 [INFO]	[TRAIN] epoch: 27, iter: 9720/40000, loss: 0.7383, lr: 0.007784, batch_cost: 0.8140, reader_cost: 0.00022, ips: 2.4570 samples/sec | ETA 06:50:47
2021-09-03 11:31:08 [INFO]	[TRAIN] epoch: 27, iter: 9730/40000, loss: 0.7042, lr: 0.007782, batch_cost: 0.8198, reader_cost: 0.00022, ips: 2.4397 samples/sec | ETA 06:53:34
2021-09-03 11:31:16 [INFO]	[TRAIN] epoch: 27, iter: 9740/40000, loss: 1.0143, lr: 0.007779, batch_cost: 0.8241, reader_cost: 0.00021, ips: 2.4270 samples/sec | ETA 06:55:36
2021-09-03 11:31:24 [INFO]	[TRAIN] epoch: 27, iter: 9750/40000, loss: 0.7306, lr: 0.007777, batch_cost: 0.8162, reader_cost: 0.00022, ips: 2.4505 samples/sec | ETA 06:51:29
2021-09-03 11:31:32 [INFO]	[TRAIN] epoch: 27, iter: 9760/40000, loss: 0.6682, lr: 0.007775, batch_cost: 0.8209, reader_cost: 0.00021, ips: 2.4363 samples/sec | ETA 06:53:44
2021-09-03 11:31:40 [INFO]	[TRAIN] epoch: 27, iter: 9770/40000, loss: 0.7274, lr: 0.007772, batch_cost: 0.8213, reader_cost: 0.00021, ips: 2.4351 samples/sec | ETA 06:53:48
2021-09-03 11:31:49 [INFO]	[TRAIN] epoch: 27, iter: 9780/40000, loss: 0.7623, lr: 0.007770, batch_cost: 0.8149, reader_cost: 0.00022, ips: 2.4544 samples/sec | ETA 06:50:25
2021-09-03 11:31:57 [INFO]	[TRAIN] epoch: 27, iter: 9790/40000, loss: 0.7868, lr: 0.007768, batch_cost: 0.8205, reader_cost: 0.00021, ips: 2.4374 samples/sec | ETA 06:53:08
2021-09-03 11:32:05 [INFO]	[TRAIN] epoch: 27, iter: 9800/40000, loss: 0.7275, lr: 0.007765, batch_cost: 0.8146, reader_cost: 0.00021, ips: 2.4553 samples/sec | ETA 06:50:00
2021-09-03 11:32:13 [INFO]	[TRAIN] epoch: 27, iter: 9810/40000, loss: 0.7046, lr: 0.007763, batch_cost: 0.8201, reader_cost: 0.00021, ips: 2.4389 samples/sec | ETA 06:52:37
2021-09-03 11:32:21 [INFO]	[TRAIN] epoch: 27, iter: 9820/40000, loss: 0.7189, lr: 0.007761, batch_cost: 0.8130, reader_cost: 0.00021, ips: 2.4600 samples/sec | ETA 06:48:56
2021-09-03 11:32:29 [INFO]	[TRAIN] epoch: 27, iter: 9830/40000, loss: 0.4963, lr: 0.007758, batch_cost: 0.8157, reader_cost: 0.00021, ips: 2.4520 samples/sec | ETA 06:50:08
2021-09-03 11:32:38 [INFO]	[TRAIN] epoch: 27, iter: 9840/40000, loss: 0.7007, lr: 0.007756, batch_cost: 0.8161, reader_cost: 0.00021, ips: 2.4506 samples/sec | ETA 06:50:14
2021-09-03 11:32:46 [INFO]	[TRAIN] epoch: 27, iter: 9850/40000, loss: 0.7758, lr: 0.007754, batch_cost: 0.8159, reader_cost: 0.00021, ips: 2.4513 samples/sec | ETA 06:49:58
2021-09-03 11:32:54 [INFO]	[TRAIN] epoch: 27, iter: 9860/40000, loss: 1.1011, lr: 0.007752, batch_cost: 0.8484, reader_cost: 0.00021, ips: 2.3573 samples/sec | ETA 07:06:12
2021-09-03 11:33:02 [INFO]	[TRAIN] epoch: 27, iter: 9870/40000, loss: 0.8474, lr: 0.007749, batch_cost: 0.8226, reader_cost: 0.00021, ips: 2.4312 samples/sec | ETA 06:53:06
2021-09-03 11:33:11 [INFO]	[TRAIN] epoch: 27, iter: 9880/40000, loss: 0.6077, lr: 0.007747, batch_cost: 0.8200, reader_cost: 0.00022, ips: 2.4391 samples/sec | ETA 06:51:38
2021-09-03 11:33:19 [INFO]	[TRAIN] epoch: 27, iter: 9890/40000, loss: 0.7242, lr: 0.007745, batch_cost: 0.8174, reader_cost: 0.00021, ips: 2.4469 samples/sec | ETA 06:50:10
2021-09-03 11:33:27 [INFO]	[TRAIN] epoch: 27, iter: 9900/40000, loss: 0.7497, lr: 0.007742, batch_cost: 0.8173, reader_cost: 0.00021, ips: 2.4472 samples/sec | ETA 06:49:59
2021-09-03 11:33:35 [INFO]	[TRAIN] epoch: 27, iter: 9910/40000, loss: 0.7220, lr: 0.007740, batch_cost: 0.8157, reader_cost: 0.00021, ips: 2.4520 samples/sec | ETA 06:49:03
2021-09-03 11:33:43 [INFO]	[TRAIN] epoch: 27, iter: 9920/40000, loss: 0.7943, lr: 0.007738, batch_cost: 0.8186, reader_cost: 0.00021, ips: 2.4433 samples/sec | ETA 06:50:22
2021-09-03 11:33:51 [INFO]	[TRAIN] epoch: 27, iter: 9930/40000, loss: 0.6218, lr: 0.007735, batch_cost: 0.8096, reader_cost: 0.00021, ips: 2.4702 samples/sec | ETA 06:45:45
2021-09-03 11:34:00 [INFO]	[TRAIN] epoch: 27, iter: 9940/40000, loss: 0.8330, lr: 0.007733, batch_cost: 0.8120, reader_cost: 0.00021, ips: 2.4631 samples/sec | ETA 06:46:47
2021-09-03 11:34:08 [INFO]	[TRAIN] epoch: 27, iter: 9950/40000, loss: 0.7481, lr: 0.007731, batch_cost: 0.8177, reader_cost: 0.00021, ips: 2.4460 samples/sec | ETA 06:49:31
2021-09-03 11:34:16 [INFO]	[TRAIN] epoch: 27, iter: 9960/40000, loss: 0.8517, lr: 0.007728, batch_cost: 0.8197, reader_cost: 0.00021, ips: 2.4399 samples/sec | ETA 06:50:23
2021-09-03 11:34:24 [INFO]	[TRAIN] epoch: 27, iter: 9970/40000, loss: 0.6166, lr: 0.007726, batch_cost: 0.8164, reader_cost: 0.00021, ips: 2.4499 samples/sec | ETA 06:48:35
2021-09-03 11:34:32 [INFO]	[TRAIN] epoch: 27, iter: 9980/40000, loss: 0.7033, lr: 0.007724, batch_cost: 0.8160, reader_cost: 0.00021, ips: 2.4510 samples/sec | ETA 06:48:16
2021-09-03 11:34:40 [INFO]	[TRAIN] epoch: 27, iter: 9990/40000, loss: 0.6486, lr: 0.007721, batch_cost: 0.8114, reader_cost: 0.00021, ips: 2.4649 samples/sec | ETA 06:45:50
2021-09-03 11:34:49 [INFO]	[TRAIN] epoch: 27, iter: 10000/40000, loss: 0.6714, lr: 0.007719, batch_cost: 0.8143, reader_cost: 0.00021, ips: 2.4561 samples/sec | ETA 06:47:08
2021-09-03 11:34:49 [INFO]	Start evaluating (total_samples: 500, total_iters: 125)...
125/125 - 29s - batch_cost: 0.2289 - reader cost: 0.0043
2021-09-03 11:35:17 [INFO]	[EVAL] #Images: 500 mIoU: 0.7285 Acc: 0.9555 Kappa: 0.9422 
2021-09-03 11:35:17 [INFO]	[EVAL] Class IoU: 
[0.9748 0.8157 0.9201 0.3689 0.5856 0.6679 0.7196 0.8014 0.9238 0.616
 0.9458 0.817  0.6243 0.9364 0.63   0.6917 0.4632 0.5617 0.7781]
2021-09-03 11:35:17 [INFO]	[EVAL] Class Acc: 
[0.9853 0.9146 0.953  0.8313 0.7756 0.8318 0.8291 0.9256 0.9532 0.8057
 0.9656 0.8615 0.7603 0.9638 0.7658 0.8086 0.6456 0.8253 0.8676]
2021-09-03 11:35:21 [INFO]	[EVAL] The model with the best validation mIoU (0.7285) was saved at iter 10000.
2021-09-03 11:35:30 [INFO]	[TRAIN] epoch: 27, iter: 10010/40000, loss: 0.6596, lr: 0.007717, batch_cost: 0.8134, reader_cost: 0.00036, ips: 2.4589 samples/sec | ETA 06:46:33
2021-09-03 11:35:38 [INFO]	[TRAIN] epoch: 27, iter: 10020/40000, loss: 0.6907, lr: 0.007714, batch_cost: 0.8105, reader_cost: 0.00021, ips: 2.4676 samples/sec | ETA 06:44:59
2021-09-03 11:35:46 [INFO]	[TRAIN] epoch: 27, iter: 10030/40000, loss: 0.6401, lr: 0.007712, batch_cost: 0.7964, reader_cost: 0.00020, ips: 2.5114 samples/sec | ETA 06:37:47
2021-09-03 11:35:54 [INFO]	[TRAIN] epoch: 27, iter: 10040/40000, loss: 0.7329, lr: 0.007710, batch_cost: 0.7867, reader_cost: 0.00015, ips: 2.5422 samples/sec | ETA 06:32:50
2021-09-03 11:36:05 [INFO]	[TRAIN] epoch: 28, iter: 10050/40000, loss: 0.7514, lr: 0.007708, batch_cost: 1.1185, reader_cost: 0.26365, ips: 1.7881 samples/sec | ETA 09:18:20
2021-09-03 11:36:13 [INFO]	[TRAIN] epoch: 28, iter: 10060/40000, loss: 0.7711, lr: 0.007705, batch_cost: 0.8126, reader_cost: 0.00034, ips: 2.4612 samples/sec | ETA 06:45:29
2021-09-03 11:36:21 [INFO]	[TRAIN] epoch: 28, iter: 10070/40000, loss: 0.8471, lr: 0.007703, batch_cost: 0.8056, reader_cost: 0.00021, ips: 2.4827 samples/sec | ETA 06:41:50
2021-09-03 11:36:29 [INFO]	[TRAIN] epoch: 28, iter: 10080/40000, loss: 0.9005, lr: 0.007701, batch_cost: 0.8099, reader_cost: 0.00022, ips: 2.4694 samples/sec | ETA 06:43:53
2021-09-03 11:36:37 [INFO]	[TRAIN] epoch: 28, iter: 10090/40000, loss: 0.7435, lr: 0.007698, batch_cost: 0.8013, reader_cost: 0.00022, ips: 2.4959 samples/sec | ETA 06:39:27
2021-09-03 11:36:45 [INFO]	[TRAIN] epoch: 28, iter: 10100/40000, loss: 0.6942, lr: 0.007696, batch_cost: 0.8085, reader_cost: 0.00021, ips: 2.4736 samples/sec | ETA 06:42:55
2021-09-03 11:36:53 [INFO]	[TRAIN] epoch: 28, iter: 10110/40000, loss: 0.7344, lr: 0.007694, batch_cost: 0.7961, reader_cost: 0.00022, ips: 2.5124 samples/sec | ETA 06:36:34
2021-09-03 11:37:01 [INFO]	[TRAIN] epoch: 28, iter: 10120/40000, loss: 0.6796, lr: 0.007691, batch_cost: 0.7952, reader_cost: 0.00022, ips: 2.5152 samples/sec | ETA 06:35:59
2021-09-03 11:37:09 [INFO]	[TRAIN] epoch: 28, iter: 10130/40000, loss: 0.8099, lr: 0.007689, batch_cost: 0.8013, reader_cost: 0.00022, ips: 2.4958 samples/sec | ETA 06:38:56
2021-09-03 11:37:17 [INFO]	[TRAIN] epoch: 28, iter: 10140/40000, loss: 0.7396, lr: 0.007687, batch_cost: 0.8071, reader_cost: 0.00022, ips: 2.4781 samples/sec | ETA 06:41:38
2021-09-03 11:37:26 [INFO]	[TRAIN] epoch: 28, iter: 10150/40000, loss: 0.8508, lr: 0.007684, batch_cost: 0.8524, reader_cost: 0.00022, ips: 2.3463 samples/sec | ETA 07:04:04
2021-09-03 11:37:34 [INFO]	[TRAIN] epoch: 28, iter: 10160/40000, loss: 0.7481, lr: 0.007682, batch_cost: 0.8194, reader_cost: 0.00022, ips: 2.4409 samples/sec | ETA 06:47:30
2021-09-03 11:37:42 [INFO]	[TRAIN] epoch: 28, iter: 10170/40000, loss: 0.8220, lr: 0.007680, batch_cost: 0.8246, reader_cost: 0.00024, ips: 2.4255 samples/sec | ETA 06:49:57
2021-09-03 11:37:50 [INFO]	[TRAIN] epoch: 28, iter: 10180/40000, loss: 0.7265, lr: 0.007677, batch_cost: 0.8162, reader_cost: 0.00024, ips: 2.4504 samples/sec | ETA 06:45:38
2021-09-03 11:37:59 [INFO]	[TRAIN] epoch: 28, iter: 10190/40000, loss: 0.7607, lr: 0.007675, batch_cost: 0.8171, reader_cost: 0.00023, ips: 2.4478 samples/sec | ETA 06:45:56
2021-09-03 11:38:07 [INFO]	[TRAIN] epoch: 28, iter: 10200/40000, loss: 0.8857, lr: 0.007673, batch_cost: 0.8163, reader_cost: 0.00023, ips: 2.4500 samples/sec | ETA 06:45:26
2021-09-03 11:38:15 [INFO]	[TRAIN] epoch: 28, iter: 10210/40000, loss: 0.7720, lr: 0.007670, batch_cost: 0.8161, reader_cost: 0.00025, ips: 2.4506 samples/sec | ETA 06:45:11
2021-09-03 11:38:23 [INFO]	[TRAIN] epoch: 28, iter: 10220/40000, loss: 0.6905, lr: 0.007668, batch_cost: 0.8170, reader_cost: 0.00024, ips: 2.4479 samples/sec | ETA 06:45:30
2021-09-03 11:38:31 [INFO]	[TRAIN] epoch: 28, iter: 10230/40000, loss: 0.7819, lr: 0.007666, batch_cost: 0.8194, reader_cost: 0.00023, ips: 2.4408 samples/sec | ETA 06:46:33
2021-09-03 11:38:39 [INFO]	[TRAIN] epoch: 28, iter: 10240/40000, loss: 0.8465, lr: 0.007664, batch_cost: 0.8158, reader_cost: 0.00023, ips: 2.4514 samples/sec | ETA 06:44:39
2021-09-03 11:38:48 [INFO]	[TRAIN] epoch: 28, iter: 10250/40000, loss: 0.7765, lr: 0.007661, batch_cost: 0.8218, reader_cost: 0.00024, ips: 2.4335 samples/sec | ETA 06:47:29
2021-09-03 11:38:56 [INFO]	[TRAIN] epoch: 28, iter: 10260/40000, loss: 0.8387, lr: 0.007659, batch_cost: 0.8196, reader_cost: 0.00023, ips: 2.4403 samples/sec | ETA 06:46:14
2021-09-03 11:39:04 [INFO]	[TRAIN] epoch: 28, iter: 10270/40000, loss: 0.7776, lr: 0.007657, batch_cost: 0.8112, reader_cost: 0.00023, ips: 2.4656 samples/sec | ETA 06:41:55
2021-09-03 11:39:12 [INFO]	[TRAIN] epoch: 28, iter: 10280/40000, loss: 0.7094, lr: 0.007654, batch_cost: 0.7977, reader_cost: 0.00023, ips: 2.5072 samples/sec | ETA 06:35:07
2021-09-03 11:39:20 [INFO]	[TRAIN] epoch: 28, iter: 10290/40000, loss: 0.7488, lr: 0.007652, batch_cost: 0.8005, reader_cost: 0.00022, ips: 2.4985 samples/sec | ETA 06:36:22
2021-09-03 11:39:28 [INFO]	[TRAIN] epoch: 28, iter: 10300/40000, loss: 0.7038, lr: 0.007650, batch_cost: 0.8008, reader_cost: 0.00022, ips: 2.4976 samples/sec | ETA 06:36:23
2021-09-03 11:39:36 [INFO]	[TRAIN] epoch: 28, iter: 10310/40000, loss: 0.7367, lr: 0.007647, batch_cost: 0.7951, reader_cost: 0.00022, ips: 2.5153 samples/sec | ETA 06:33:27
2021-09-03 11:39:44 [INFO]	[TRAIN] epoch: 28, iter: 10320/40000, loss: 0.7911, lr: 0.007645, batch_cost: 0.7995, reader_cost: 0.00022, ips: 2.5016 samples/sec | ETA 06:35:28
2021-09-03 11:39:52 [INFO]	[TRAIN] epoch: 28, iter: 10330/40000, loss: 0.8592, lr: 0.007643, batch_cost: 0.7968, reader_cost: 0.00024, ips: 2.5102 samples/sec | ETA 06:33:59
2021-09-03 11:40:00 [INFO]	[TRAIN] epoch: 28, iter: 10340/40000, loss: 0.8113, lr: 0.007640, batch_cost: 0.7994, reader_cost: 0.00023, ips: 2.5020 samples/sec | ETA 06:35:09
2021-09-03 11:40:08 [INFO]	[TRAIN] epoch: 28, iter: 10350/40000, loss: 0.7492, lr: 0.007638, batch_cost: 0.8061, reader_cost: 0.00023, ips: 2.4811 samples/sec | ETA 06:38:20
2021-09-03 11:40:16 [INFO]	[TRAIN] epoch: 28, iter: 10360/40000, loss: 0.8199, lr: 0.007636, batch_cost: 0.8069, reader_cost: 0.00022, ips: 2.4788 samples/sec | ETA 06:38:35
2021-09-03 11:40:24 [INFO]	[TRAIN] epoch: 28, iter: 10370/40000, loss: 0.6548, lr: 0.007633, batch_cost: 0.7990, reader_cost: 0.00022, ips: 2.5030 samples/sec | ETA 06:34:35
2021-09-03 11:40:32 [INFO]	[TRAIN] epoch: 28, iter: 10380/40000, loss: 0.7079, lr: 0.007631, batch_cost: 0.7917, reader_cost: 0.00022, ips: 2.5262 samples/sec | ETA 06:30:50
2021-09-03 11:40:40 [INFO]	[TRAIN] epoch: 28, iter: 10390/40000, loss: 0.6276, lr: 0.007629, batch_cost: 0.7918, reader_cost: 0.00022, ips: 2.5259 samples/sec | ETA 06:30:45
2021-09-03 11:40:48 [INFO]	[TRAIN] epoch: 28, iter: 10400/40000, loss: 0.7760, lr: 0.007626, batch_cost: 0.7948, reader_cost: 0.00021, ips: 2.5162 samples/sec | ETA 06:32:07
2021-09-03 11:40:56 [INFO]	[TRAIN] epoch: 28, iter: 10410/40000, loss: 0.8904, lr: 0.007624, batch_cost: 0.7824, reader_cost: 0.00015, ips: 2.5563 samples/sec | ETA 06:25:50
2021-09-03 11:41:07 [INFO]	[TRAIN] epoch: 29, iter: 10420/40000, loss: 0.7283, lr: 0.007622, batch_cost: 1.1305, reader_cost: 0.25683, ips: 1.7691 samples/sec | ETA 09:17:21
2021-09-03 11:41:15 [INFO]	[TRAIN] epoch: 29, iter: 10430/40000, loss: 0.7603, lr: 0.007619, batch_cost: 0.8125, reader_cost: 0.00034, ips: 2.4616 samples/sec | ETA 06:40:24
2021-09-03 11:41:23 [INFO]	[TRAIN] epoch: 29, iter: 10440/40000, loss: 0.7672, lr: 0.007617, batch_cost: 0.7968, reader_cost: 0.00021, ips: 2.5102 samples/sec | ETA 06:32:31
2021-09-03 11:41:31 [INFO]	[TRAIN] epoch: 29, iter: 10450/40000, loss: 0.7268, lr: 0.007615, batch_cost: 0.8088, reader_cost: 0.00020, ips: 2.4729 samples/sec | ETA 06:38:19
2021-09-03 11:41:39 [INFO]	[TRAIN] epoch: 29, iter: 10460/40000, loss: 0.6818, lr: 0.007613, batch_cost: 0.8010, reader_cost: 0.00021, ips: 2.4969 samples/sec | ETA 06:34:21
2021-09-03 11:41:47 [INFO]	[TRAIN] epoch: 29, iter: 10470/40000, loss: 0.8468, lr: 0.007610, batch_cost: 0.8371, reader_cost: 0.00021, ips: 2.3893 samples/sec | ETA 06:51:58
2021-09-03 11:41:56 [INFO]	[TRAIN] epoch: 29, iter: 10480/40000, loss: 0.7234, lr: 0.007608, batch_cost: 0.8096, reader_cost: 0.00021, ips: 2.4703 samples/sec | ETA 06:38:19
2021-09-03 11:42:04 [INFO]	[TRAIN] epoch: 29, iter: 10490/40000, loss: 0.7778, lr: 0.007606, batch_cost: 0.8123, reader_cost: 0.00021, ips: 2.4621 samples/sec | ETA 06:39:31
2021-09-03 11:42:12 [INFO]	[TRAIN] epoch: 29, iter: 10500/40000, loss: 0.6484, lr: 0.007603, batch_cost: 0.8285, reader_cost: 0.00025, ips: 2.4140 samples/sec | ETA 06:47:20
2021-09-03 11:42:20 [INFO]	[TRAIN] epoch: 29, iter: 10510/40000, loss: 0.7049, lr: 0.007601, batch_cost: 0.8170, reader_cost: 0.00024, ips: 2.4479 samples/sec | ETA 06:41:34
2021-09-03 11:42:28 [INFO]	[TRAIN] epoch: 29, iter: 10520/40000, loss: 0.6931, lr: 0.007599, batch_cost: 0.8182, reader_cost: 0.00025, ips: 2.4443 samples/sec | ETA 06:42:01
